"Fecha","usd_cop","cl_f","dxy","gc_f","vix","tnx"
2025-07-01,-0.0146552033132306,0.00520828910566085,-0.000619489534927631,0.0127582523371714,0.00595951603261646,0.00495223475943884
2025-07-02,-0.00979892019605799,0.0301000916804304,-0.000413232607559877,0.00338087264177567,-0.0113536049562231,0.00983160845365338
2025-07-03,-0.000188034724299513,-0.00669391801805652,0.00412458336607457,-0.00491045423606273,-0.0157483715236086,0.0127301398840742
2025-07-08,0.0048339770608905,0.00587116789420161,0.000307695560679555,-0.00759129785975432,-0.0566626374904842,0.00454029861828698
2025-07-09,-0.00703225475182201,0.000731408454786475,-0.000410307881832495,0.00139005177200069,-0.0531422686129837,-0.0166727522023971
2025-07-10,-0.00187918563261924,-0.0268263230163743,0.00184502207568382,0.00174982838056081,-0.0100883485415566,0.000920853386221721
2025-07-14,-0.000728121976765195,-0.0217093896662002,0.00234781260886852,-0.00134178178908506,0.047628116606548,0.000903997115409672
2025-07-15,0.00621699235880691,-0.00689151362480622,0.0054906177892402,-0.00649575002328007,0.0104106433735867,0.0139077608682241
2025-07-16,-0.00518730556504465,-0.00210683894452046,-0.00233494197184836,0.00679407938110188,-0.0127389863821898,-0.00760288116118835
2025-07-17,0.00187470679994917,0.0173242635975788,0.0034497189502245,-0.00370556027600166,-0.0380092893652511,0.00179410167712168
2025-07-21,0.00337242744391375,-0.00208115723450852,-0.00641783771563897,0.0144786028773289,0.014519297711828,-0.0136303655466414
2025-07-22,0.00918519118266836,-0.0148417070069149,-0.0047121485420023,0.0109048016409901,-0.00904981260882298,-0.00826836382906526
2025-07-23,-0.00851356839885042,-0.0146054489063223,-0.00184995229108065,-0.0132002130924942,-0.0709428308017634,0.0119212888016418
2025-07-24,0.0088082945921073,0.0118831195165781,0.00174724513482793,-0.00682922265799313,0.00130042005418751,0.00454752509878031
2025-07-28,0.0266801994225254,0.0235090130617905,0.0102899599753856,-0.00749650572388028,0.00667555400695585,0.00772202769547969
2025-07-29,-0.00934967211658133,0.036790494628085,0.0025307498523377,0.00431204729581403,0.0612897256935958,-0.0205721889561306
2025-07-30,0.0124979094766857,0.0113498944238399,0.0103596475683672,-0.00833938049078498,-0.0317890731018071,0.0105675241622309
2025-07-31,-0.000427640015750796,-0.0106276722314442,0.000900098448941122,-0.00078922379457147,0.0770567279989556,-0.00366296057326831
2025-08-04,-0.0062097842849127,-0.0155668596881746,0.000911493832634669,0.00794397350998821,-0.151210874979006,-0.00475059845404191
2025-08-05,-0.00205241170684545,-0.0171932301285986,0,0.00222015105826578,0.0186604179601924,-0.000952765704904213
2025-08-06,-0.0110501725754197,-0.0125089296056906,-0.00609261101644609,-0.000561943365379847,-0.0624119264648022,0.00570336415894612
2025-08-07,0.000415371253305707,-0.00733057026249018,0.00223828782687097,0.00598796788874623,-0.0119977901105952,0.0056711325341432
2025-08-11,-0.0038037431009883,0.00125153358422914,0.00345700744047495,-0.0253245174419465,0.0700924019998883,-0.00280441512823915
2025-08-12,-0.00224693913707341,-0.012428397727227,-0.00427218816171493,-0.00125341565574288,-0.0982067093781716,0.00466973946865012
2025-08-13,0.000746222284487175,-0.00826577022677899,-0.00265389706765262,0.00292207526248056,-0.0164274588608317,-0.0128944007368514
2025-08-14,0.00686392608107766,0.020694167954006,0.00418179680002684,-0.00702134686423328,0.0231934104685294,0.0128944007368514
2025-08-18,-0.00791969612961552,0.00982417891288367,0.00326497280452998,-0.00128981491541325,-0.00664898604607433,0.00299919736204446
2025-08-19,0.00463135247879798,-0.0170155925850715,0.00101810716147188,-0.00550784653191094,0.0379626694001258,-0.00902471328516086
2025-08-20,-0.00172026305442685,0.0136988543470586,-0.000508885174673068,0.00901340102855208,0.00767757375506406,-0.00139568339172746
2025-08-21,0.00192363840170628,0.00489232214518065,0.00406423560677993,-0.00194602105933228,0.0563791783418734,0.00788316630002117
2025-08-25,0.00977422595893174,0.0177492309962286,0.00723937986016931,-0.000177781785229314,0.039301830989976,0.00351491068748633
2025-08-26,0.0072722299953174,-0.0242105228456264,-0.00203393688055709,0.00437716554411161,-0.0115608276495314,-0.00398458241462207
2025-08-27,-0.0064375616729162,0.0141289872401247,0,0.00471060152102787,0.0156094444429691,-0.00470810223874651
2025-08-28,-0.000635868793052552,0.00699027232038496,-0.00428490551929794,0.00795743201556931,-0.0286904970024233,-0.0073416880266437
2025-09-02,-0.00248235267957497,0.0243838349449952,0.00642307238253448,0.0215582533571919,0.111396973985045,0.0117592401127926
2025-09-03,0.000212321385129499,-0.0250089469278159,-0.00264579512254226,0.0122646091790042,-0.048935758678085,-0.0155516766231545
2025-09-04,-0.00475625153464954,-0.00768935409741722,0.00213750487772035,-0.00765471047188981,-0.0663750798100233,-0.00834626212853973
2025-09-08,-0.00714510797643619,0.00628374577543678,-0.00327835254514319,0.00686780141163545,-0.00462203850820098,-0.00983774830462791
2025-09-09,-0.00419847944972851,0.00592527553722189,0.00348293704893177,0.00142828355845204,-0.00464343757776309,0.00689654908932202
2025-09-10,0.000160599792012661,0.016469051678726,-0.000102287020041558,8.23529408275903e-05,0.0204021828993279,-0.0103627419248471
2025-09-11,-0.00712814071906109,-0.0206290918578524,-0.0024574849982395,-0.0018405871036471,-0.04258796167804,-0.0052219210715303
2025-09-15,0.0142253868770457,0.00968339371755977,-0.00256607779678131,0.00894764261962244,0.0611027053215021,-0.00667079709263074
2025-09-16,-0.0104064616850401,0.0190898841302829,-0.00690979696885829,0.00181789777649577,0.041815828481425,-0.00198508677096276
2025-09-17,0.00250862180108236,-0.0073111252384237,0.00248067820405318,-0.00192650786453008,-0.0399055644945272,0.0123428348677568
2025-09-18,0.00435369276827302,-0.00752241984154178,0.00494281435248389,-0.0104021407974617,-0.00127310378208056,0.00684596240619006
2025-09-22,-0.0123096616544842,-0.000638380417862017,-0.00317995402246662,0.0186724487257806,0.0412103046857331,0.000965995460011415
2025-09-23,0.00234717285084329,0.0122175333668224,-0.000719458311491117,0.0106100063895056,0.0329901030290913,-0.00556705789574052
2025-09-24,0.00645280724096864,0.0246118037305445,0.00625226856154093,-0.0129116489481049,-0.0280334682216381,0.0065320061253582
2025-09-25,0.00385589818541732,-0.00015379713413477,0.0069239690640206,0.00128526050293942,0.0340251208969367,0.00601037897022949
2025-09-29,0.00502405456370525,-0.0351511055587101,-0.00244820950007529,0.0120061087288175,0.0528617716940318,-0.0110471839311743
2025-09-30,0.00146613572079524,-0.0171678327720928,-0.00143097958621929,0.00519471954313566,0.00987661361152981,0.00168897853061889
2025-10-01,-0.0117871374932648,-0.00950470568100314,-0.000613848596163535,0.00692761251748131,0.000614076064117786,-0.0101769277591621
2025-10-02,0.00138347290188889,-0.0212669434291293,0.00143177966161456,-0.00721407763401594,0.0206567639240545,-0.00439349654639898
2025-10-06,-0.00528384757437905,0.0132170898623558,0.0039830455150085,0.0172944294246538,-0.0169597508657673,0.0103853657828747
2025-10-07,0.00330891997565708,0.000648208029839559,0.00477911545513976,0.0070914474440702,0.0517818093097477,-0.00844505540345386
2025-10-08,0.00328513291032984,0.0131961957254214,0.00273511432878593,0.0166339949075205,-0.0560671909527239,0.000484576528013037
2025-10-09,9.77142772509154e-05,-0.0167664887830759,0.00695604844767139,-0.024282758867578,0.00794388961686421,0.00459094117510905
2025-10-13,0.003177287472381,0.00996714285027789,0.00292553334642509,0.0328312486344586,-0.129450517137836,0
2025-10-14,0.00997626168032006,-0.013368519582766,-0.00221857283060078,0.00729941441076498,0.0894168973517111,-0.00718454284548842
2025-10-15,-0.00865209130480693,-0.00735235082042607,-0.00262840963104338,0.00918754516535358,-0.00820270369996923,0.00594948912161142
2025-10-16,-0.00747055615961045,-0.0139983513930444,-0.00405722764950767,0.024430461884398,0.203968642414311,-0.0174524331445864
2025-10-20,0.00692546218562029,-0.000347652663417186,0.00162416070055915,0.0343676442916241,-0.130922455134545,-0.00525458693495584
2025-10-21,6.44018676769775e-05,0.00520200993903863,0.00344273297778219,-0.05906203554005,-0.0199451874455199,-0.0057869079747257
2025-10-22,0.00704620190480654,0.011692022927642,-0.000303278362727255,-0.0106492686557633,0.0400382250936882,-0.00252652744347315
2025-10-23,-0.00793530161486267,0.0547147996518333,0.000404376418017272,0.0198540404731951,-0.0724551438250947,0.00956700861069915
2025-10-27,-0.0103898327001879,-0.00309419063874028,-0.00171949845247887,-0.0286954907668573,-0.0360736167979341,0
2025-10-28,0.00134564974782414,-0.0191015163851498,-0.000911493832634669,-0.00896077878209844,0.0391232828190291,-0.00350876022421409
2025-10-29,0.0113413508131437,0.00547125651385105,0.00535597025384948,0.00440257826674362,0.0299962500164899,0.0186549487688006
2025-10-30,-0.00301936043320872,0.00148699165202437,0.00311947481739949,0.00440829709662083,-0.000591204800216349,0.00858791864155006
2025-10-31,-0.00447365669115385,0.00674621809886666,0.00270911990285683,-0.00478490238569407,0.030861295216444,0.00195262381551187
2025-11-03,-0.0129779455322154,0.0011472540064279,0.000701153860461545,0.00453495237744406,-0.0156027697505743,0.00121850010829117
2025-11-04,0.0120834167743276,-0.00805855625402341,0.00349841395519856,-0.0132362520403309,0.101275299813611,-0.00414880916537874
2025-11-05,0.00135834816459557,-0.0159790833364202,-0.000199623517714187,0.00822408713420586,-0.0535118072699783,0.0164931794460557
2025-11-06,-0.00714679397146156,-0.00285639395569337,-0.00470159012010463,-0.000100536792333017,0.0794872936732389,-0.01551549420448
2025-11-07,-0.0127612960191499,0.0053700362980047,-0.00130441880351118,0.00488765663585156,-0.0217738035481947,0
2025-11-10,-0.0125098269162098,0.00633971200328975,0.0002008259452424,0.0277165158861692,-0.0807417383029843,0.00414487932722185
2025-11-11,0.00396958929493962,0.0150204991601015,-0.0016074311341141,-0.00121675245285502,-0.0183491206061834,0.00243007459111344
